#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  ESO350-040              | [RC2]A0035-34,VV784,PGC002248,MCG-06-02-022A,IRAS00352-3359,HRG35002,ESOLV3500400,ESO350-040,CARTWHEEL,6dFJ0037411-334259,2MASXJ00374110-3342587                                                                                                                                                                                                    |      2248 |  35.51 |    NaN |    0.62801 |  -33.71634 |     8850 |       85 |     8934 |       18 |     8666 |  129.3 |   53.3 |     0.13 |     0.02 | E-S0  |      | R     |           |             |  -3.1 |   0.7 |     1.10 |     0.04 | 120.19 |  10.61 | 149.85 |  13.41 |  14.99 |   0.33 |  13.46 |   0.05 |  18.40 |    NaN |    NaN |    NaN |
  NGC0210                 | PGC002437,NGC0210,MCG-02-02-081,IRAS00380-1408,HIPASSJ0040-13,AGC400333,6dFJ0040350-135222,2MASXJ00403502-1352220                                                                                                                                                                                                                                   |      2437 |  31.75 |  31.38 |    0.67639 |  -13.87272 |     1637 |        4 |     1638 |        3 |     1537 |  163.0 |   55.4 |     0.22 |     0.02 | SABb  | B    |       |           |             |   3.1 |   0.8 |     1.70 |     0.02 | 126.89 |   1.27 | 154.24 |   1.63 |  13.11 |   0.17 |  12.25 |   0.09 |  11.29 |   0.01 |   0.64 |    NaN |
  NGC0232                 | VV830,PGC002559,NGC0232,MCG-04-02-040,IRAS00402-2350,ESOLV4740150,ESO474-015,DUKST474-003,6dFJ0042458-233341,2MASXJ00424586-2333418,2MASXJ00424581-2333406                                                                                                                                                                                          |      2559 |  34.90 |  34.60 |    0.71271 |  -23.56130 |     6684 |       21 |     6675 |       11 |     6540 |   17.2 |   47.4 |     0.14 |     0.03 | SBa   | B    | R     |           |             |   1.1 |   0.5 |     0.99 |     0.04 | 135.52 |  10.70 | 184.00 |  14.73 |  16.85 |   0.27 |  10.61 |   0.08 |  14.12 |    NaN |    NaN |    NaN |
  NGC0247                 | [PDS2002]0518,UGCA011,PGC002758,NGC0247,MCG-04-03-005,IRAS00446-2101,GLXYG113.8-83.5+144,ESOLV5400220,ESO540-022,AGC400384,2MASXJ00470855-2045374                                                                                                                                                                                                   |      2758 |    NaN |  27.85 |    0.78571 |  -20.76045 |      156 |        2 |      157 |        3 |       23 |  166.8 |   76.4 |     0.55 |     0.03 | SABc  | B    |       |           |             |   6.9 |   0.5 |     2.29 |     0.01 |  82.15 |   1.96 |  84.53 |   2.02 |  10.81 |   0.14 |  10.55 |   0.08 |   8.61 |    NaN |   0.44 |   8.37 |
  NGC0253                 | UGCA013,SILVER_COIN_GALAXY,SCULPTOR_GALAXY,PGC002789,NGC0253,MRC0045-255,MCG-04-03-009,IRAS00450-2533,HIPASSJ0047-25,ESOLV4740290,ESO474-029,DUKST474-001,AGC020535,2MASXJ00473313-2517196                                                                                                                                                          |      2789 |    NaN |  27.84 |    0.79253 |  -25.28844 |      243 |        2 |      242 |        4 |       89 |   52.6 |   90.0 |     0.77 |     0.04 | SABc  | B    |       |           |             |   5.1 |   0.4 |     2.43 |     0.01 | 189.80 |   2.87 | 189.80 |    NaN |  10.37 |   0.15 |   5.63 |   0.08 |   6.61 |   0.23 |   0.69 |    NaN |
  NGC0274                 | VV081:,PGC002980,NGC0274,MCG-01-03-021,LGG015:[G93]001,ARP140:,AGC400423,6dFJ0051019-070325,2MASXJ00510187-0703247,2MASXJ00510186-0703249                                                                                                                                                                                                           |      2980 |  31.92 |  31.43 |    0.85052 |   -7.05702 |     1728 |       23 |     1748 |        5 |     1657 |  157.6 |   37.8 |     0.07 |     0.03 | E-S0  | B    | R     | M         |             |  -2.8 |   0.5 |     1.10 |     0.04 | 123.16 |   4.32 | 200.90 |   7.62 |  13.59 |   0.39 |    NaN |   0.24 |  13.13 |    NaN |    NaN |  10.93 |
  NGC0275                 | VV081:,PGC002984,NGC0275,MCG-01-03-022,LGG015:[G93]002,IRAS00485-0720,ARP140:,2MASXJ00510452-0703563                                                                                                                                                                                                                                                |      2984 |  31.97 |    NaN |    0.85126 |   -7.06629 |     1748 |        3 |     1749 |        4 |     1677 |    NaN |   38.2 |     0.10 |     0.05 | SBc   | B    |       | M         |             |   6.0 |   0.3 |     1.24 |     0.11 | 125.79 |   3.62 | 203.55 |   6.57 |  14.16 |   0.12 |  11.39 |   0.24 |  12.38 |    NaN |    NaN |  11.61 |
  NGC0289                 | VV484,PGC003089,NGC0289,MCG-05-03-010,IRAS00502-3128,HIPASSJ0052-31,ESOLV4110250,ESO411-025,6dFJ0052423-311221,2MASXJ00524236-3112209                                                                                                                                                                                                               |      3089 |  31.64 |  31.59 |    0.87842 |  -31.20581 |     1630 |        2 |     1629 |        3 |     1451 |  128.6 |   43.0 |     0.13 |     0.02 | SBbc  | B    |       | M         |             |   4.0 |   0.5 |     1.53 |     0.02 | 125.56 |   1.29 | 184.26 |   2.11 |  12.34 |   0.13 |  11.18 |   0.09 |  11.39 |   0.07 |   0.68 |    NaN |
  UGC00545                | UGC00545,PGC003151,IRAS00509+1225,2MASXJ00533495+1241352,2MASSJ00533492+1241359,1ZW001                                                                                                                                                                                                                                                              |      3151 |  37.18 |    NaN |    0.89304 |   12.69335 |    18326 |        8 |    18336 |        6 |    18352 |  156.0 |   47.5 |     0.16 |     0.03 | Sc    |      |       |           |             |   5.0 |   2.0 |     0.68 |     0.07 | 174.49 |   9.02 | 236.68 |  12.48 |  17.37 |   0.30 |  12.47 |   0.28 |  13.64 |  -0.89 |   0.17 |    NaN |
  NGC0300                 | PGC003238,NGC0300,MCG-06-03-005,LGG004:[G93]002,IRAS00528-3758,IRAS00525-3757,IRAS00523-3756,HIPASSJ0054-37,ESOLV2950200,ESO295-020,2MASXJ00545347-3741037                                                                                                                                                                                          |      3238 |    NaN |  26.53 |    0.91487 |  -37.68448 |      165 |        7 |      145 |        3 |      -38 |  114.3 |   48.5 |     0.17 |     0.04 | Scd   |      |       |           |             |   6.9 |   0.4 |     2.29 |     0.01 |  67.19 |   1.48 |  89.71 |   2.08 |   9.14 |   0.21 |   9.43 |   0.06 |   8.39 |   0.08 |   0.54 |    NaN |
  NGC0337                 | PGC003572,NGC0337,MCG-01-03-053,LGG015:[G93]004,IRAS00573-0750,HIPASSJ0059-07,AGC400534,6dFJ0059500-073441,2MASXJ00595009-0734406                                                                                                                                                                                                                   |      3572 |  31.81 |  31.30 |    0.99725 |   -7.57816 |     1649 |        2 |     1650 |        3 |     1572 |    NaN |   50.6 |     0.19 |     0.04 | SBcd  | B    |       |           |             |   6.7 |   0.8 |     1.47 |     0.03 | 106.74 |   2.07 | 138.06 |   2.85 |  13.46 |   0.10 |  10.78 |   0.48 |  11.18 |  -0.20 |   0.29 |  10.49 |
  NGC0360                 | RFGC0238,PGC003743,NGC0360,IRAS01009-6552,HIPASSJ0102-65,FGCE0119,ESOLV0790140,ESO079-014,6dFJ0102515-653636,2MIG0118,2MFGC00761,2MASXJ01025152-6536366,2MASXJ01025144-6536359                                                                                                                                                                      |      3743 |  32.38 |  32.42 |    1.04762 |  -65.60998 |     2306 |        4 |     2308 |        4 |     2031 |  145.8 |   90.0 |     0.84 |     0.03 | Sbc   |      |       |           |             |   4.3 |   0.8 |     1.60 |     0.02 | 171.39 |   1.83 | 171.39 |    NaN |  14.60 |   0.14 |  12.71 |   0.08 |  12.07 |    NaN |    NaN |  11.42 |
  IC1613                  | [PDS2002]0528,UGC00668,PGC003844,MCG+00-03-070,IRAS01025+0153,IC1613,GLXYG129.8-60.5-237,DDO008,CGCG384-068,AGC000668                                                                                                                                                                                                                               |      3844 |    NaN |  24.39 |    1.07994 |    2.11773 |     -232 |        1 |     -232 |        3 |     -263 |    NaN |   22.9 |     0.03 |     0.04 | I     | B    |       |           |             |   9.9 |   0.3 |     2.26 |     0.02 |  10.41 |   0.32 |  26.77 |   1.09 |  11.27 |   0.14 |  12.58 |   0.11 |   9.85 |    NaN |   0.64 |    NaN |
  NGC0404                 | UGC00718,PGC004126,NGC0404,MCG+06-03-018,LOG050,LGG011:[G93]009,IRAS01066+3527,CGCG520-020,2MASXJ01092707+3543047                                                                                                                                                                                                                                   |      4126 |    NaN |  27.37 |    1.15749 |   35.71791 |      -52 |        4 |      -54 |        4 |       78 |    NaN |   10.4 |     0.01 |     0.05 | E-S0  |      |       |           |             |  -2.8 |   0.7 |     1.53 |     0.03 |  34.25 |   1.05 | 189.81 |  21.20 |  13.34 |   0.35 |  12.18 |   0.25 |  10.94 |   0.21 |   0.88 |    NaN |
  NGC0474                 | UGC00864,PGC004801,NGC0474,MCG+00-04-085,LGG020:[G93]002,CGCG385-071,ARP227,AGC000864,2MASXJ01200669+0324549                                                                                                                                                                                                                                        |      4801 |  32.66 |  32.20 |    1.33519 |    3.41535 |     2372 |        5 |     2372 |       14 |     2342 |    NaN |   26.2 |     0.04 |     0.06 | S0    |      | R     | M         |             |  -2.0 |   0.4 |     1.42 |     0.04 | 158.40 |   9.29 | 358.18 |  26.08 |  15.85 |   0.30 |    NaN |   0.15 |  12.20 |   0.36 |   0.80 |  10.19 |
  PGC004831               | ZOAG126.77-04.63,PGC004831,MCG+10-03-001,IRAS01172+5746,2MASXJ01202409+5801369,2MASXJ01202398+5801226                                                                                                                                                                                                                                               |      4831 |    NaN |    NaN |    1.34001 |   58.02500 |      NaN |      NaN |      NaN |      NaN |      NaN |    NaN |   25.2 |     0.04 |     0.07 |       |      |       |           |             |   NaN |   NaN |     0.71 |     0.13 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   2.11 |    NaN |    NaN |    NaN |    NaN |
  NGC0520                 | VV231,UGC00966,PGC005193,NGC0520,MCG+01-04-052,LGG020:[G93]003,KPG031B,IRAS01219+0332,IRAS01219+0331,HIPASSJ0124+03,CGCG411-050,ARP157,AGC000966,2MASXJ01243507+0347326                                                                                                                                                                             |      5193 |  32.47 |    NaN |    1.40963 |    3.79420 |     2162 |        2 |     2162 |        3 |     2132 |  130.0 |   75.7 |     0.41 |     0.06 | Sa    |      |       |           |             |   1.3 |   3.4 |     1.61 |     0.03 |  70.53 |   2.24 |  72.77 |   2.34 |  14.56 |   0.16 |   9.46 |   0.12 |  11.67 |   0.08 |   0.70 |  10.45 |
  NGC0522                 | UGC00970,RFGC0318,PGC005218,NGC0522,MCG+02-04-038,LGG023:[G93]009,IRAS01221+0944,FGC0163,EONJ021.191+09.995,EGISJ012445.9+095941,CGCG436-043,AGC000970,2MFGC01089,2MASXJ01244588+0959403,2MASXJ01244585+0959406,2MASXJ01244565+0959356                                                                                                              |      5218 |  33.01 |  32.95 |    1.41273 |    9.99431 |     2728 |       16 |     2722 |        4 |     2730 |   33.3 |   90.0 |     0.88 |     0.05 | Sbc   |      |       |           |             |   4.1 |   0.4 |     1.38 |     0.03 | 172.09 |   5.09 | 172.09 |    NaN |  17.40 |   0.16 |  13.22 |   0.37 |  12.29 |   0.13 |   0.74 |  11.61 |
  NGC0578                 | UGCA018,PGC005619,NGC0578,MCG-04-04-020,IRAS01280-2255,HIPASSJ0130-22,ESOLV4760150,ESO476-015,DUKST476-001,AGC021148,2MIG0160,2MASXJ01302854-2240019                                                                                                                                                                                                |      5619 |  31.70 |  31.23 |    1.50793 |  -22.66719 |     1628 |        2 |     1628 |        3 |     1473 |  113.9 |   54.3 |     0.22 |     0.02 | Sc    | B    |       |           |             |   5.0 |   0.3 |     1.68 |     0.03 | 118.81 |   1.32 | 146.26 |   1.70 |  13.39 |   0.12 |  11.47 |   0.05 |  11.11 |    NaN |   0.45 |  10.22 |
  NGC0590                 | UGC01109,PGC005808,NGC0590,MCG+07-04-003,KPG037B,CGCG537-013,2MASXJ01334092+4455432                                                                                                                                                                                                                                                                 |      5808 |  34.37 |    NaN |    1.56137 |   44.92908 |     4964 |       20 |     4956 |        8 |     5127 |  147.3 |   80.7 |     0.44 |     0.03 | SBa   | B    |       |           |             |   1.0 |   0.6 |     1.33 |     0.04 | 245.02 |  12.65 | 248.26 |  12.86 |  16.33 |   0.09 |    NaN |   0.55 |  13.10 |    NaN |    NaN |    NaN |
  NGC0613                 | VV824,PGC005849,NGC0613,MCG-05-04-044,IRAS01319-2940,HIPASSJ0134-29,ESOLV4130110,ESO413-011,DUKST413-001,6dFJ0134182-292506,2MASXJ01341823-2925065                                                                                                                                                                                                  |      5849 |  31.39 |  32.11 |    1.57172 |  -29.41844 |     1484 |        3 |     1482 |        4 |     1300 |  124.9 |   35.7 |     0.09 |     0.03 | Sbc   | B    |       |           |             |   4.0 |   0.2 |     1.74 |     0.02 | 168.76 |   2.56 | 289.13 |   5.13 |  13.68 |   0.12 |   9.75 |   0.08 |  10.51 |   0.03 |   0.64 |   8.89 |
  NGC0676                 | UGC01270,PGC1291146,PGC006656,NGC0676,MCG+01-05-034,HIPASSJ0149+05,CGCG412-028,ARK057,AGC001270,2MASXJ01485731+0554215                                                                                                                                                                                                                              |      6656 |  31.70 |  31.11 |    1.81592 |    5.90709 |     1506 |        1 |     1505 |        4 |     1480 |  173.0 |   90.0 |     0.60 |     0.03 | S0-a  |      |       |           |             |   0.1 |   0.7 |     1.44 |     0.03 | 178.09 |   5.64 | 178.09 |    NaN |  14.86 |   0.12 |    NaN |   0.26 |  10.18 |    NaN |    NaN |    NaN |
  NGC0678                 | UGC01280,PGC006690,NGC0678,MCG+04-05-014,LGG034:[G93]002,CGCG482-018,AGC001280,2MASXJ01492485+2159502                                                                                                                                                                                                                                               |      6690 |  33.10 |    NaN |    1.82357 |   21.99728 |     2787 |       40 |     2836 |        5 |     2842 |   78.0 |   90.0 |     0.60 |     0.06 | SBb   | B    |       |           |             |   3.0 |   0.4 |     1.49 |     0.04 | 169.03 |   8.15 | 169.03 |    NaN |  15.08 |   0.17 |    NaN |   0.37 |  12.15 |   0.32 |   0.91 |    NaN |
  NGC0772                 | UGC01466,PGC007525,NGC0772,MCG+03-06-011,LGG040:[G93]002,KIG0080,IRAS01565+1845,HIPASSJ0159+18,CGCG461-018,ARP078,AGC001466,2MASXJ01591958+1900271                                                                                                                                                                                                  |      7525 |  32.80 |  31.86 |    1.98878 |   19.00755 |     2441 |        8 |     2433 |        4 |     2478 |  130.7 |   59.6 |     0.26 |     0.03 | Sb    |      |       |           |             |   3.1 |   0.4 |     1.66 |     0.03 | 224.86 |   4.76 | 260.73 |   5.64 |  12.86 |   0.08 |  10.90 |   0.31 |  10.00 |   0.15 |   0.65 |   9.08 |
  NGC0812                 | [BTW2003]J0206+4435,UGC01598,PGC008066,NGC0812,MCG+07-05-014,LGG046:[G93]001,IRAS02037+4420,IRAS02037+4419,HFLLZOAG136.81-16.26,CGCG538-019,2MFGC01630,2MASXJ02065149+4434224                                                                                                                                                                       |      8066 |  34.44 |  33.74 |    2.11434 |   44.57161 |     5164 |        5 |     5160 |        6 |     5319 |  160.5 |   71.9 |     0.45 |     0.06 | Sc    |      |       |           |             |   5.9 |   2.1 |     1.44 |     0.06 | 204.36 |   7.16 | 215.04 |   7.61 |  14.02 |   0.12 |  11.98 |   0.33 |  11.54 |    NaN |    NaN |    NaN |
  NGC0864                 | UGC01736,PGC008631,NGC0864,MCG+01-06-061,KIG0096,IRAS02128+0546,HIPASSJ0215+06,CGCG413-066,AGC001736,2MASXJ02152764+0600094                                                                                                                                                                                                                         |      8631 |  31.75 |  30.85 |    2.25766 |    6.00219 |     1560 |        2 |     1560 |        2 |     1528 |   21.5 |   47.6 |     0.16 |     0.02 | SABc  | B    |       |           |             |   5.1 |   0.6 |     1.57 |     0.03 |  98.58 |   1.95 | 133.53 |   2.75 |  12.90 |   0.08 |  11.60 |   0.21 |  11.13 |    NaN |   0.46 |    NaN |
  NGC0891                 | [TT2009]02,[BTW2003]J0222+4219,UGC01831,PGC009031,NGC0891,MCG+07-05-046,IRAS02195+4209,IRAS02193+4207,HFLLZOAG140.38-17.42,CGCG538-052,2MASXJ02223361+4220458,2MASXJ02223290+4220539                                                                                                                                                                |      9031 |  30.07 |  29.97 |    2.37597 |   42.34763 |      528 |        2 |      528 |        3 |      671 |   22.0 |   90.0 |     0.63 |     0.05 | Sb    |      |       |           |             |   3.1 |   0.4 |     2.12 |     0.02 | 212.09 |   5.03 | 212.09 |    NaN |  12.13 |   0.10 |   8.37 |   0.28 |   9.70 |   0.10 |   0.70 |   8.35 |
  NGC0908                 | UGCA029,PGC009057,NGC0908,MCG-04-06-035,LGG056:[G93]006,IRAS02207-2127,HIPASSJ0223-21,ESOLV5450110,ESO545-011,AGC021831,6dFJ0223046-211402,2MASXJ02230456-2114018                                                                                                                                                                                   |      9057 |  31.52 |  31.26 |    2.38459 |  -21.23382 |     1507 |        2 |     1508 |        3 |     1345 |   76.8 |   65.1 |     0.34 |     0.03 | SABc  | B    |       |           |             |   5.1 |   0.4 |     1.79 |     0.02 | 177.49 |   1.88 | 195.74 |   2.13 |  13.55 |   0.10 |   9.99 |   0.11 |  10.13 |  -0.07 |   0.55 |   9.26 |
  ESO545-013              | PGC009141,MCG-03-07-011,IRAS02223-1922,ESOLV5450130,ESO545-013,AGC021841,6dFJ0224406-190830,2MASXJ02244061-1908313,2MASSJ02244054-1908305                                                                                                                                                                                                           |      9141 |  35.82 |    NaN |    2.41127 |  -19.14178 |    10129 |       26 |      NaN |      NaN |     9975 |   12.8 |   37.7 |     0.10 |     0.03 | SABc  | B    |       |           |             |   5.1 |   0.5 |     1.08 |     0.04 | 125.00 |   2.03 | 204.54 |   3.80 |    NaN |    NaN |  12.59 |   0.13 |  13.56 |    NaN |    NaN |  12.19 |
  NGC0925                 | [TT2009]03,[BTW2003]J0227+3334,UGC01913,PGC009332,NGC0925,MCG+05-06-045,KUG0224+333,KIG0105,IRAS02243+3321,CGCG504-085,AGC001913,2MASXJ02271691+3334439                                                                                                                                                                                             |      9332 |  29.94 |  29.82 |    2.45469 |   33.57900 |      554 |        3 |      552 |        2 |      655 |  107.2 |   58.7 |     0.27 |     0.03 | Scd   | B    |       |           |             |   7.0 |   0.3 |     2.03 |     0.02 |  89.63 |   1.65 | 104.89 |   1.99 |  11.76 |   0.09 |  10.58 |   0.33 |   9.78 |    NaN |   0.44 |   9.34 |
  NGC0986                 | PGC200060,PGC009747,NGC0986,MCG-07-06-015,IRAS02315-3915,HIPASSJ0233-39,ESOLV2990070,ESO299-007,DUKST299-001,6dFJ0233343-390242,2MASXJ02333434-3902422                                                                                                                                                                                              |      9747 |  32.07 |  29.59 |    2.55952 |  -39.04500 |     1984 |       10 |     1975 |        5 |     1753 |    NaN |   38.0 |     0.09 |     0.03 | Sab   | B    | R     |           |             |   2.4 |   0.6 |     1.58 |     0.03 |  40.99 |   1.20 |  66.51 |   2.10 |  15.12 |   0.13 |   9.65 |   0.08 |  11.44 |   0.04 |   0.68 |   9.80 |
  NGC0985                 | VV285,SDSSJ023437.83-084716.0,PGC009817,NGC0985,MRK1048,MCG-02-07-035,KUG0232-090,IRAS02321-0900,6dFJ0234378-084716,2MASXJ02343788-0847170                                                                                                                                                                                                          |      9817 |  36.38 |    NaN |    2.57718 |   -8.78780 |    12934 |       14 |      NaN |      NaN |    12824 |   80.3 |   45.2 |     0.12 |     0.03 | I     |      |       | M         |             |   9.6 |   1.5 |     0.94 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.86 |   0.14 |  13.70 |  -0.66 |   0.49 |  13.13 |
  PGC009892               | [RC2]A0232+59,ZOAG135.83+00.57,WEIN019,UGCA034,PGC009892,MAFFEI1,IRAS02329+5926,HFLLZOAG135.86-0.55,2MASXJ02363546+5939165                                                                                                                                                                                                                          |      9892 |    NaN |  27.69 |    2.60985 |   59.65458 |       66 |        7 |      NaN |      NaN |      276 |    NaN |   15.7 |     0.01 |     0.04 | E-S0  |      |       |           |             |  -3.0 |   0.5 |     0.80 |     0.14 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   6.60 |    NaN |    NaN |    NaN |    NaN |
