#Byte-by-byte Description of file: Table3.dat
#--------------------------------------------------------------------------------
#   Bytes Format Units           Label             Explanations
#--------------------------------------------------------------------------------
#  1-  8   I3     -              HRS               HRS name
# 10- 15   I3     A              Ha+[NII]EW        Halpha+[NII] equivalent width
# 16- 23   I3     A              err               error on the Halpha+[NII] 
#                                                  equivalent width
# 28- 35   F6.2   erg cm-2 s-1   logF(Ha+[NII])    Halpha+[NII] flux    
# 37- 42   F6.2   erg cm-2 s-1   err               error on Halpha+[NII] flux
# 45- 54   A8     -              Ref               Reference
# 55- 69   A12    -              Alt.Ref           Alternative reference
# 70- 75   A1     -              Notes             Notes
#--------------------------------------------------------------------------------
  145       28      4       -12.31   0.08    4         21,22               
  146       20      3       -12.55   0.05    3                             
  147       13      2       -12.82   0.06    3                             
  148       34      2       -12.12   0.05    1                             
  149       12      1       -12.09   0.05    2                             
  150       -1      3       -12.02   NaN     20,14     20                  
  151       13      1       -12.56   0.31:   1         5,6                 
  152       38      3       -12.03   0.05    3                             
  153       16      3       -12.40   0.08    4         21                  
  154       24      5       -12.37   NaN     21        5                   
  155       NaN	    NaN	    NaN	     NaN     NaN                           
  156       7       1       -12.70   NaN     1,5       6                   
  157       44      1       -11.84   0.04    4         20                  
  158       29      2       -12.52   0.05    3         22                  
  159       9       1       -12.22   NaN     1,5       6,9                 
  160       9       1       -12.10:  1.00    1         22                  
  161       5       2       -11.72   0.13    1         5                   
  162       NaN	    NaN	    NaN	     NaN     NaN                           
  163       7       3       -11.77   NaN     1,5       6                   
  164       -1      2       NaN	     NaN     1                             
  165       31      1       -12.84   0.05    4                             
  166       NaN	    NaN	    NaN	     NaN     NaN                           
  167       26      2       -12.31   0.06    4                             
  168       59      2       -12.33   0.04    3         22                  
  169       17      3       -12.69   0.08    TW                            
  170       2       10      -12.30   NaN     1,5       6                   
  171       17      2       -12.34   0.05    3                             
  172       11      5       -12.55   0.13    3         5                   
  173       7       3       -11.93   0.18    TW        1,5                 
  174       -1      0       -12.32   NaN     5         6,18                
  175       -1      1       NaN	     NaN     1                             
  176       3       1       -12.49   0.08    1         9                   
  177       24      3       -12.17   0.06    TW        22                  
  178       0       2       -12.76   NaN     20,8                          
  179       0       0       -13.58   NaN     8                             
  180       NaN	    NaN     -12.90   0.13    18                            
  181       NaN	    NaN	    NaN	     NaN     NaN                           
  182       30      1       -12.09   0.04    3                             
  183       2       3       -12.05   0.63    2         8,20                
  184       -1      2       NaN      NaN     1                             
  185       4       1       -12.68   0.13    3                             
  186       NaN	    NaN	    NaN	     NaN     NaN                           
  187       28      3       -11.69   NaN     1,20                          
  188       36      3       -11.92   0.05    3         5,6                 
  189       38      3       -12.30   0.05    3                             
  190       6       1       -11.48   0.07    1         5,6,20              
  191       35      9       -12.71   0.07    3                             
  192       5       1       -13.06   0.79    1                             
  193       69      22      -11.89   0.08    1                             
  194       32      2       -11.24   0.10    1                             
  195       -2      4       NaN	     NaN     TW                            
  196       40      5       -11.78   0.06    3         5,6                 
  197       17      3       -12.38   0.10    4         5,6,22              
  198       11      3       -12.55   0.13    TW                            
  199       17      2       -12.55   0.07    3                             
  200        0      2       -11.23   NaN     20,6                          
  201       20      1       -11.35   NaN     1,5       6                   
  202       NaN	    NaN	    NaN	     NaN     NaN                           
  203       75      1       -11.40   NaN     1,5       6                   
  204       17      4       -11.26   0.11    1         5,6,20              
  205       20      2       -11.37   0.06    1         5,6,20              
  206       13      1       -12.73   0.06    1                             
  207       8       3       -12.43   0.16    TW        1                   
  208       17      1       -11.96   NaN     1,5       6,9,20              
  209       NaN	    NaN	    NaN	     NaN     NaN                           
  210       6       1       -12.35   0.07    22                            
  211       NaN	    NaN     -13.01   NaN     14        8                   
  212       47      4       -12.29   NaN     TW,20     5,6,22              
  213       9       3       -11.33   0.14    TW                            
  214       NaN	    NaN	    NaN	     NaN     NaN                           
  215       15      1       -12.00   0.05    1         5,22                
  216       19      1       -11.74   0.05    1         5,22                
  217       2       1       -12.02   0.25    1         5,6,20,22           
  218       NaN	    NaN	    NaN	     NaN     NaN                           
  219       NaN	    NaN	    NaN	     NaN     NaN                           
  220       4       1       -11.49   NaN     1,20      5,6,22              
  221       7       3       -12.40   0.19    TW        1,5                 
  222       7       5       -12.98   0.19    3                             
  223       17      3       -13.07   0.07    3                             
  224       5       2       -12.46   0.16    1                             
  225       6       2       -13.35   0.17    4                             
  226       17      1       -12.51   0.05    4                             
  227       28      7       -11.86   0.10    TW                            
  228       NaN	    NaN	    NaN	     NaN     NaN                           
  229       NaN	    NaN	    NaN	     NaN     NaN                           
  230       16      1       -12.50   NaN     1,20      9,22                
  231       -1      1       NaN	     NaN     1                             
  232       1       6       -13.28   0.29    4         1,5                 
  233       16      3       -12.51   0.07    4         1                   
  234       NaN	    NaN	    NaN	     NaN     NaN                           
  235       NaN	    NaN	    NaN	     NaN     NaN                           
  236       NaN	    NaN	    NaN	     NaN     NaN                           
  237       36      4       -11.93   0.05    3                             
  238       NaN	    NaN	    NaN	     NaN     NaN                           
  239       16      1       -12.32   0.49    1                             
  240       NaN	    NaN	    NaN	     NaN     NaN                           
  241       NaN	    NaN     -12.67   NaN     8         18,19               
  242       24      2       -11.94   NaN     1,5       6,22                
  243       0       0       -12.30   NaN     5                             
  244       16      1       -11.71   NaN     1,21      5,6,22              
  245       NaN	    NaN     -12.56   NaN     14                            
  246       29      3       -11.54   NaN     TW,20     5,6,9,22            
  247       31      2       -11.34   NaN     1,21      5,6                 
  248       NaN	    NaN	    NaN	     NaN     NaN                           
  249       -1      3       NaN	     NaN     1                             
  250       NaN	    NaN	    NaN	     NaN     NaN                           
  251       27      3       -11.29   0.05    TW        20                  
  252       43      4       -12.21   0.03    TW                            
  253       NaN	    NaN	    NaN	     NaN     NaN                           
  254       14      2       -11.85   -       1,20      5,6                 
  255       60      21      -11.82   0.14    3                             
  256       40      3       -11.36   0.03    TW                            
  257       6       2       -11.98   -       21        1,5                 
  258       NaN	    NaN     -13.33   -       14                            
  259       51      11      -11.77   0.09    3                             
  260       19      10      -11.39   -       6                             
  261       15      4       -12.60   0.10    TW                            
  262       74      7       -11.46   0.04    TW        5,6,9,20,21         
  263       6       NaN     -11.42   0.11    10        22                  
  264       31      3       -12.65   0.04    TW                            
  265       49      3       -12.18   0.03    TW                            
  266       16      5       -11.91   0.14    TW                            
  267       20      5       -12.20   0.14    TW                        m   
  268       44      1       -11.97   0.04    1                             
  269       NaN	    NaN	    NaN	     NaN     NaN                           
  270       NaN	    NaN     -12.27   NaN     19        18                  
  271       37      5       -12.06   0.05    3                             
  272       NaN	    NaN	    NaN	     NaN     NaN                           
  273       15      1       -12.19   0.05    4         3                   
  274       9       1       -12.09   0.05    4         5,22                
  275       48      4       -11.57   0.03    TW        20                  
  276       23      2       -12.21   0.06    4                             
  277       12      4        NaN     NaN     TW                        v   
  278       7       6       -13.12   0.40    TW                        m   
  279       17      2       -12.30   0.06    4         4                   
  280       22      1       -12.41   0.05    4                             
  281       15      5       -13.08   0.14    TW                            
  282       NaN	    NaN	    NaN	     NaN     NaN                           
  283       49      4       -11.56   0.03    TW        5,6,9,20        m   
  284       24      3       -12.19   0.05    TW                            
  285       11      3       -11.89   0.14    3                             
  286       4       3       -12.36   0.32    20                            
  287       28      4       -11.89   0.06    3                             
  288       14      4       -11.92   0.11    TW        20,22               
  289       20      4       -11.77   0.08    TW                            
  290       41      5       -12.25   0.05    TW                            
  291       NaN	    NaN	    NaN	     NaN     NaN                           
  292       27      4       -12.08   0.06    TW                            
  293       42      4       -11.73   0.03    TW                            
  294       16      6       -12.68   0.16    TW                            
  295       25      4       -11.23   0.06    TW        6,20,21         m   
  296       3       2       -12.82   0.40    11        16                  
  297       21      3       -12.00   0.07    TW                            
  298       59      4       -11.90   0.02    TW                            
  299       18      3       -11.98   0.07    TW        21                  
  300       13      7       -12.90   0.21    TW                            
  301       27      2       -11.82   0.04    11                            
  302       22      5       -12.44   0.09    TW                            
  303       51      4       -12.13   0.03    TW                            
  304       8       3       -12.55   0.17    TW                            
  305       9       7       -13.04   0.31    TW                            
  306       8       3       -11.63   0.13    TW        15                  
  307       17      4       -11.49   0.10    TW        20                  
  308       20      8       -13.13   0.18    TW                            
  309       38      5       -12.39   0.05    TW        22                  
  310       24      3       -12.12   0.06    TW                            
  311       19      6       -11.56   0.13    TW        10                  
  312       NaN	    NaN	    NaN	     NaN     NaN                           
  313       12      3       -12.43   0.12    TW                            
  314       34      4       -12.13   0.04    TW                            
  315       30      5       -12.55   0.07    TW                            
  316       NaN	    NaN	    NaN	     NaN     NaN                           
  317       7       7       -13.39   0.42    TW                            
  318       21      3       -12.06   0.07    TW                            
  319       23      4       -11.90   0.08    TW                            
  320       38      5       -11.65   0.05    TW         21                 
  321       43      5       -12.20   0.04    TW                         m  
  322       5       4       -12.33   0.50    TW         20,22              
  323       11      3       -12.54   0.11    TW                            
