#Byte-by-byte Description of file: table3.dat
#   Bytes Format Units          Label   Explanations
#   1- 14  A14   ---            Name    Galaxy number, mainly from UGC (1)
#  16- 21  A6    ---            Class   Galaxy classification
#  25- 29  I5    km/s           RV      ? Recession velocity
#  32- 35  F4.1  Mpc            Dist    Galaxy distance (2)
#  38- 40  F3.1  arcmin         Diam    Galaxy D25 major axis size
#  43- 45  F3.1  ---            a/b     Galaxy major-to-minor axis ratio
#  48- 52  F5.2  mag            Rmag    Galaxy total R magnitude from this study
#  55- 58  F4.2  mag            e_Rmag  Error on R magnitude
#  61- 65  F5.1  10-16W/m2      FHa     Ha+[NII] flux
#  67- 71  F5.2  10-16W/m2      e_FHa   Ha+[NII] flux error
#  74- 77  F4.1  nm             EW      ? Ha+[NII] equivalent width
#  80- 82  F3.1  nm             e_EW    ? Ha+[NII] equivalent width error
#  84- 90  F7.4  solMass/yr     SFR     Star formation rate
#  93- 98  F6.4  solMass/yr     e_SFR   Star formation rate error
# 101-106  F6.2  W/m2/arcsec2   SB      ? Ha+[NII] surface brightness
# 108-111  F4.2  W/m2/arcsec2   e_SB    ? Surface brightness error
#Note (1): Shane 1 is a previously uncatalogued galaxy.
#     The J2000 position is RA = 10 34 38.5, DE = +50 47 24
#Note (2): Galaxy distances derived using a Virgo-infall corrected model,
#     and literature distances for some very local galaxies.
UGC3174       IABm:      670   9.2  1.7  1.5  15.36  0.10    0.8  0.10   5.3  0.5  0.0214  0.0106    1.3  0.19
UGC3371       Im:        816  13.3  4.6  1.3  14.73  0.06    0.7  0.10   2.4  0.2  0.0418  0.0141    0.6  0.10
UGC3429       SBab       893  14.5  6.0  1.8  10.06  0.04   51.2  5.12   2.5  0.2  2.6773  0.8337   11.3  1.60
UGC3711       IBm        436   7.6  2.2  1.3  12.29  0.04   13.4  1.34   5.1  0.5  0.2339  0.1330   26.1  3.69
UGC3734       SAc:       974  15.9  1.7  1.0  11.60  0.04    3.4  0.85   0.7  0.2  0.2144  0.0785    2.9  0.77
UGC3817       Im:        438   8.3  1.8  2.0  15.16  0.10    0.8  0.10   4.3  0.4  0.0175  0.0096    1.3  0.19
UGC3847       IRR         70   2.9  1.7  1.5  14.75  0.06    9.2  0.92  33.9  3.4  0.0207  0.0118   19.7  2.78
UGC3851       IBm        100   2.9  8.1  2.5  11.76  0.04  101.7 10.20  23.6  2.4  0.2277  0.1295   24.8  3.51
UGC3876       SAd        860  14.5  2.2  1.7  12.97  0.04    3.5  0.35   2.5  0.3  0.1630  0.0508    2.6  0.37
UGC3966       Im         361   6.2  1.7  1.0  14.51  0.06    0.8  0.10   2.4  0.2  0.0087  0.0050    0.9  0.12
UGC4115       IAm        338   5.8  1.8  1.8  13.70  0.05    2.5  0.25   3.5  0.3  0.0221  0.0125    2.3  0.32
UGC4165       SBd        514   9.0  2.9  1.1  11.51  0.04   20.0  2.00   3.7  0.4  0.3518  0.1773    9.9  1.40
UGC4173       Im:        860  14.3  1.9  3.2  14.48  0.06    2.1  0.21   6.0  0.6  0.1122  0.0354    1.5  0.21
UGC4274       SBm        447   7.7  1.7  1.1  11.40  0.04   24.7  2.47   4.1  0.4  0.3280  0.1866   43.5  6.15
UGC4325       SAm        524   9.2  3.5  1.5  12.59  0.04    6.6  0.66   3.3  0.3  0.1222  0.0601    3.9  0.55
UGC4426       Im:        397   6.7  2.0  2.0  14.72  0.06    0.8  0.10   3.0  0.3  0.0100  0.0057    0.9  0.12
UGC4499       SABd       691  12.2  2.6  1.4  13.06  0.05    6.4  0.64   4.9  0.5  0.2047  0.0754    5.0  0.70
UGC4514       SBcd       691  12.2  2.1  2.3  13.18  0.05    3.4  0.34   2.9  0.3  0.1072  0.0395    1.6  0.23
UGC4645       SAB0/a     692  12.3  3.6  1.1  10.04  0.04   18.1  4.53   0.9  0.2  0.5675  0.2449   11.3  3.05
UGC4879       IAm        600  10.5  1.7  1.3  13.18  0.05    0.2  0.10   0.2  0.2  0.0050  0.0024    0.1  0.05
UGC5139       IABm       143   2.3  3.6  1.2  13.71  0.05    4.0  0.40   5.5  0.6  0.0058  0.0033    0.7  0.10
UGC5221       SAc          3   2.1  5.9  2.2  10.21  0.04   62.4  6.24   3.5  0.3  0.0641  0.0365   12.8  1.82
UGC5272       Im         520   7.7  2.1  2.6  13.78  0.05    4.1  0.41   6.2  0.6  0.0629  0.0358    4.5  0.64
UGC5340       Im         503   7.2  2.7  2.7  14.14  0.06    2.6  0.26   5.3  0.5  0.0339  0.0193    2.6  0.36
UGC5336       Im          46   3.4  2.5  1.3  13.88  0.05    1.1  0.27   1.8  0.4  0.0035  0.0022    0.4  0.10
UGC5364       IBm         20   1.0  5.1  1.6  13.58  0.05    3.3  0.33   4.1  0.4  0.0008  0.0005    1.7  0.24
UGC5373       Im         301   3.9  5.1  1.5  12.58  0.04    7.3  0.73   3.6  0.4  0.0291  0.0165    4.0  0.57
UGC5398       I0          14   2.1  5.4  1.2  10.35  0.04   66.2  6.62   4.2  0.4  0.0838  0.0477   40.6  5.74
UGC5414       IABm       603   9.5  3.2  1.5  13.07  0.05    6.4  0.64   4.9  0.5  0.1443  0.0687    4.0  0.56
UGC5637       IBm        753  10.8  5.0  1.5  11.07  0.04   49.9  4.99   6.2  0.6  1.5315  0.6384   19.2  2.71
UGC5672       Sab        531   6.8  1.8  3.6  13.72  0.05    1.5  0.15   2.2  0.2  0.0147  0.0083    1.3  0.18
UGC5692       Sm:        180   2.9  3.2  1.8  13.67  0.05    1.8  0.18   2.5  0.2  0.0034  0.0019    1.9  0.27
UGC5721       SABd       537   6.9  2.1  2.1  12.16  0.04   12.2  1.22   4.1  0.4  0.1213  0.0690    7.5  1.06
UGC5719       SBdm:      941  17.1  2.9  2.4  13.14  0.05    7.1  0.71   5.9  0.6  0.4179  0.1116    2.5  0.35
UGC5740       SABm       649  10.9  1.7  1.4  13.67  0.05    2.3  0.23   3.1  0.3  0.0558  0.0231    1.8  0.25
UGC5761       SABdm      641   8.1  2.2  1.3  12.20  0.04    3.7  0.92   1.3  0.3  0.0506  0.0308    2.8  0.75
UGC5764       IBm:       586   7.8  2.0  1.8  14.57  0.06    1.5  0.15   4.6  0.5  0.0234  0.0133    2.6  0.37
UGC5786       SABbc      993  18.2  3.1  1.3  10.40  0.04  163.4 16.30  10.9  1.1 11.2310  2.8359  477.6  7.54
UGC5829       Im         629   8.6  4.7  1.1  13.13  0.05   15.0  1.50  12.3  1.2  0.2859  0.1512    3.7  0.53
UGC5848       Sm:        822  14.9  2.1  2.1  14.09  0.06    1.4  0.14   2.8  0.3  0.0624  0.0189    1.3  0.18
UGC5889       SABm       572   6.9  2.2  1.0  13.63  0.05    1.2  0.30   1.5  0.4  0.0120  0.0074    0.9  0.24
UGC5918       Im:        340   5.4  2.4  1.0  14.52  0.06    0.7  0.10   2.0  0.2  0.0050  0.0029    0.5  0.07
UGC6123       SBb        979  20.9  3.4  1.2  10.80  0.04   40.5  4.05   3.9  0.4  3.6838  0.8255   18.6  2.63
UGC6161       SBdm       756  12.3  2.6  2.2  13.52  0.05    2.9  0.29   3.4  0.3  0.0881  0.0322    1.6  0.22
UGC6251       SABm:      927  17.1  1.8  1.1  14.39  0.06    1.8  0.18   4.6  0.5  0.1050  0.0280    1.8  0.26
UGC6272       SA0/a:     628   7.1  5.2  2.7  10.70  0.04   29.4  2.94   2.6  0.3  0.3052  0.1736   11.0  1.55
UGC6399       Sm:        805  14.4  2.8  3.5  13.27  0.05    2.6  0.26   2.5  0.2  0.1122  0.0352    0.9  0.13
UGC6439       SAb        770  12.2  5.9  1.9  10.08  0.04   35.2  8.80   1.8  0.4  1.0789  0.4682    7.0  1.90
UGC6446       SAd        645  10.5  3.5  1.5  13.88  0.05    4.9  0.49   8.0  0.8  0.1095  0.0470    6.7  0.95
UGC6565       Irr        229   3.1  2.5  1.3  11.68  0.04   16.1  1.61   3.5  0.3  0.0388  0.0221   17.3  2.45
UGC6572       Im         229   2.9  2.0  1.8  13.77  0.05    4.4  0.44   6.6  0.7  0.0097  0.0055    8.0  1.14
UGC6595       SBb:       732  11.8  3.1  3.1  11.69  0.04   13.3  1.33   2.9  0.3  0.3855  0.1469    5.3  0.75
UGC6618       SABcd:     739  11.7  1.7  1.5  12.55  0.04   11.1  1.11   5.3  0.5  0.3120  0.1199    9.8  1.39
UGC6628       SAm        850  15.2  2.9  1.0  12.38  0.04    5.8  0.58   2.4  0.2  0.2811  0.0837    2.1  0.29
UGC6644       SAc        993  16.9  4.3  1.4  10.39  0.04   67.3  6.73   4.4  0.4  4.2056  1.1351   20.6  2.92
UGC6670       IBm        922  17.6  3.0  3.3  12.63  0.04   12.0  1.20   6.2  0.6  0.9595  0.2496   13.6  1.92
UGC6778       SABc:      977  18.5  4.5  1.6  10.35  0.04   79.4  7.94   5.0  0.5  5.6248  1.3999   30.2  4.27
UGC6781       SB0/a:     905  18.5  1.4  1.4  13.05  0.05    2.0  0.51   1.5  0.4  0.1432  0.0484    4.4  1.17
UGC6782       Im         525   5.7  2.0  1.0  15.71  0.10    0.6  0.10   4.9  0.5  0.0047  0.0027    1.1  0.15
UGC6797       SBd        961  18.2  1.9  1.1  12.33  0.04    6.8  0.68   2.7  0.3  0.4688  0.1184    7.7  1.09
UGC6813       SAd:       954  17.7  2.6  1.0  12.60  0.04    4.9  0.49   2.5  0.2  0.3105  0.0804    5.5  0.78
UGC6815       SAcd:      968  18.1  5.1  3.9  11.58  0.04    7.6  1.89   1.5  0.4  0.5124  0.1752    0.4  0.12
UGC6818       SBb        819  14.0  2.0  2.0  13.58  0.05    2.2  0.22   2.8  0.3  0.0913  0.0294    0.5  0.07
UGC6817       Im         243   2.9  4.1  2.7  13.90  0.05    3.6  0.36   6.0  0.6  0.0078  0.0044    2.0  0.28
UGC6824       S0/a       906  16.9  1.7  2.1  12.28  0.04    1.2  0.30   0.4  0.2  0.0710  0.0251    1.5  0.40
UGC6833       SABc       919  17.6  3.2  1.3  12.67  0.04   25.0  2.50  13.5  1.4  1.6029  0.4170   13.7  1.94
UGC6869       SAbc:      807  13.9  2.9  1.7  10.70  0.04   60.2  6.02   5.3  0.5  2.4053  0.7800   54.3  7.68
UGC6900       Sd         590   6.8  2.1  1.6  13.93  0.05    0.6  0.15   1.0  0.3  0.0056  0.0034    0.4  0.11
UGC6904       SAbc       842  15.4  3.9  3.5  11.94  0.04    9.8  0.98   2.7  0.3  0.4702  0.1383    1.1  0.16
UGC6917       SBm        910  17.0  3.5  1.8  13.20  0.05    1.9  0.47   1.6  0.4  0.1143  0.0404    1.4  0.37
UGC6930       SABd       778  13.2  4.4  1.6  12.46  0.04    8.6  0.86   3.8  0.4  0.3173  0.1082    5.3  0.75
UGC6956       SBm        917  17.1  2.2  1.0  14.43  0.06    1.1  0.11   2.9  0.3  0.0642  0.0171    0.8  0.12
UGC6955       IBm:       905  16.5  5.0  1.9  13.32  0.05    2.0  0.50   2.0  0.5  0.1372  0.0492    1.1  0.30
UGC6962       SABcd      784  11.8  2.3  1.2  11.89  0.04   13.8  1.38   3.6  0.4  0.3969  0.1512    9.1  1.29
UGC6973       Sab:       701   9.7  2.6  2.2  11.28  0.04   17.2  1.72   2.6  0.3  0.3340  0.1555   20.4  2.88
UGC7002       SBb:       932  17.5  2.5  1.3  12.09  0.04    6.2  1.56   2.0  0.5  0.4029  0.1401    3.5  0.94
UGC7007       Sm:        774   9.4  1.7  1.1  14.14  0.06    0.3  0.10   0.7  0.2  0.0063  0.0034    0.3  0.10
UGC7030       SABbc      725  10.6  5.2  1.3  10.05  0.04   66.3  6.63   3.2  0.3  1.5093  0.6413   14.2  2.01
UGC7047       IAm        210   2.8  3.3  1.9  12.59  0.04    9.0  0.90   4.5  0.5  0.0182  0.0103    5.7  0.80
UGC7045       SAc        769   9.1  4.1  2.4  10.70  0.04   22.3  5.57   2.0  0.5  0.3850  0.2111    2.2  0.61
UGC7054       SBa:       913  17.6  4.4  2.6  11.04  0.04   10.8  2.70   1.3  0.3  0.6917  0.2398    3.1  0.83
UGC7075       SABc:      752  12.6  2.8  3.5  11.86  0.04   21.7  2.17   5.6  0.6  0.7076  0.2526    2.4  0.34
UGC7081       SABbc      760  12.9  5.8  2.6  10.08  0.04   89.1  8.91   4.4  0.4  3.0566  1.0660   14.7  2.09
UGC7096       SABb       837  15.2  3.0  1.8  10.47  0.04   36.5  3.65   2.6  0.3  1.7388  0.5178   22.5  3.18
UGC7134       SABc       609   6.8  4.0  1.1  11.27  0.04   15.0  1.50   2.2  0.2  0.1423  0.0809    5.9  0.83
UGC7151       SABcd      265   3.3  6.0  4.6  11.32  0.04   23.2  2.32   3.6  0.4  0.0514  0.0292    9.8  1.39
UGC7199       IAm        165   1.9  1.8  1.1  12.87  0.04    1.3  0.32   0.8  0.2  0.0012  0.0007    1.6  0.42
UGC7215       SBdm       378   3.9  5.1  2.8  11.09  0.04   37.0  3.70   4.6  0.5  0.1181  0.0672    2.5  0.35
UGC7216       SBcd:     -183  17.4  1.9  2.4  13.69  0.05    2.5  0.25   3.5  0.3  0.1657  0.0436    1.6  0.23
UGC7232       Im         228   2.6  1.7  1.1  12.42  0.04    4.8  0.48   2.0  0.2  0.0085  0.0048    5.2  0.74
UGC7261       SBdm       861   9.0  3.6  1.2  12.43  0.04   16.4  1.64   7.1  0.7  0.2835  0.1428    5.1  0.72
UGC7267       Sdm:       472   6.6  2.1  2.6  13.73  0.05    1.2  0.31   1.8  0.4  0.0111  0.0068    1.1  0.29
UGC7271       SBd:       546   7.0  2.0  3.3  13.89  0.05    1.1  0.28   1.9  0.5  0.0112  0.0069    0.4  0.12
UGC7315       SABbc      867  17.6  2.1  1.6  11.18  0.04   13.2  3.30   1.8  0.4  0.8649  0.2998   10.8  2.91
UGC7323       SABdm      517   6.8  5.0  1.3  11.29  0.04   11.6  2.90   1.8  0.4  0.1088  0.0667    1.9  0.51
UGC7326       Im:       -164  17.4  1.9  3.2  15.29  0.10    1.2  0.12   7.3  0.7  0.0963  0.0253    2.3  0.32
UGC7328       SB0/a:     890  10.4  2.9  1.3  10.82  0.04    9.0  2.24   0.9  0.2  0.2001  0.0981    9.0  2.42
UGC7405       SB0/a      893  17.6  5.6  2.2  10.25  0.04   11.6  2.89   0.7  0.2  0.7765  0.2692    2.2  0.59
UGC7414       SABdm:     232   2.4  1.7  1.1  12.03  0.04   25.5  2.55   7.6  0.8  0.0312  0.0178   32.3  4.56
UGC7523       SBb        922  17.5  3.6  1.1  10.52  0.04   13.6  3.40   1.0  0.3  0.8852  0.3078    5.3  1.42
UGC7539       SAc        716   8.2  3.6  1.8   9.61  0.04   72.1  7.21   2.3  0.2  0.9977  0.5551   30.0  4.24
UGC7559       IBm        218   2.5  3.2  1.6  13.62  0.05    4.0  0.40   5.1  0.5  0.0063  0.0036    2.1  0.29
UGC7561       SBa:       439   4.6  3.6  2.0  11.80  0.04    9.4  0.94   2.3  0.2  0.0410  0.0233    7.3  1.04
UGC7622       SB0/a      508  18.8  3.8  2.9  11.14  0.04    6.1  1.53   0.8  0.2  0.4439  0.1490    1.8  0.47
UGC7690       Im:        537   6.8  1.7  1.1  12.45  0.04    5.6  0.56   2.5  0.2  0.0681  0.0387    5.8  0.82
UGC7753       SBb        486  18.1  5.4  1.3   9.95  0.04   18.7  4.68   0.8  0.2  1.3205  0.4514    2.9  0.78
UGC7826       SABb       631  18.0  1.7  1.5  11.80  0.04    7.7  1.92   1.9  0.5  0.5352  0.1835    8.7  2.35
UGC7866       IABm       359   4.2  3.4  1.1  13.80  0.05    3.3  0.33   5.0  0.5  0.0148  0.0084    3.4  0.48
UGC7874       SABdm:     291   3.0  2.1  2.3  13.10  0.05    4.9  0.49   3.9  0.4  0.0092  0.0053    2.4  0.34
UGC7901       SAc        805  17.8  4.0  1.5  10.33  0.04   37.1  3.71   2.3  0.2  2.4632  0.6344   21.4  3.02
UGC7971       Sm:        467   6.5  2.2  1.0  13.45  0.05    3.0  0.30   3.3  0.3  0.0255  0.0145    1.8  0.25
UGC7985       SABd       652   6.8  2.7  1.6  11.29  0.04   41.0  4.10   6.2  0.6  0.3985  0.2267   24.4  3.45
UGC8024       IBm        376   4.1  3.0  1.4  13.46  0.05    4.2  0.42   4.7  0.5  0.0177  0.0101    2.4  0.34
UGC8034       Im         915  17.6  1.7  1.9  13.61  0.05    6.3  0.63   8.0  0.8  0.5142  0.1338   10.1  1.42
UGC8054       SAcd:      778  20.7  2.8  2.5  11.46  0.04   30.5  3.05   5.4  0.5  2.8064  0.6340   19.3  2.73
UGC8098       SBm:       847  11.0  4.0  2.7  12.35  0.04   45.6  4.57  18.2  1.8  1.1130  0.4553    6.2  0.88
UGC8116       SBc        969  17.1  2.2  1.0  10.96  0.04   38.0  3.80   4.2  0.4  2.3140  0.6179   33.2  4.70
UGC8188       SAm        321   3.7  6.0  1.1  12.53  0.04    8.7  0.87   4.1  0.4  0.0242  0.0138    1.2  0.17
UGC8201       Im          37   2.8  3.5  1.8  13.06  0.05    1.3  0.32   1.0  0.2  0.0025  0.0015    0.6  0.16
UGC8256       SABbc      946  18.9  5.8  2.1   9.46  0.04   44.1 11.00   1.2  0.3  3.1988  1.0713    8.4  2.25
UGC8303       IABm       944  18.9  2.2  1.2  13.11  0.05    7.8  0.78   6.3  0.6  0.7073  0.1728    6.2  0.87
UGC8313       SBc        625   8.3  1.7  4.3  13.52  0.05    3.3  0.33   3.9  0.4  0.0463  0.0254    2.2  0.30
UGC8320       IBm        195   2.4  3.6  2.6  12.82  0.04    6.0  0.60   3.7  0.4  0.0087  0.0049    3.8  0.53
UGC8331       IAm        260   3.3  2.7  3.0  13.79  0.05    1.7  0.17   2.6  0.3  0.0046  0.0026    1.7  0.24
UGC8396       SBd        946  18.6  1.7  3.4  13.06  0.05   10.7  1.07   8.3  0.8  0.7517  0.1862    9.8  1.39
UGC8403       SBcd       965  19.1  4.0  1.4  11.49  0.04   29.0  2.90   5.2  0.5  2.1315  0.5159    7.7  1.09
UGC8490       SAm        201   2.8  5.0  1.7  11.44  0.04   31.3  3.13   5.4  0.5  0.0496  0.0282    7.1  1.01
UGC8508       IAm         62   2.7  1.7  1.7  13.41  0.05    3.6  0.36   3.8  0.4  0.0065  0.0037    4.7  0.66
UGC8565       SABdm      232   3.1  1.7  1.2  13.24  0.05    4.0  0.40   3.6  0.4  0.0077  0.0044    3.3  0.47
UGC8760       Im         193   2.3  2.2  3.1  13.80  0.05    0.7  0.19   1.1  0.3  0.0010  0.0006    0.5  0.14
UGC8837       IBm        144   3.9  4.3  3.3  12.07  0.04    4.5  1.12   1.4  0.3  0.0172  0.0105    1.4  0.36
UGC8839       Im         957  20.5  4.0  1.5  14.01  0.06    0.2  0.10   0.5  0.2  0.0271  0.0140    2.6  1.30
UGC9013       SAcd       273   3.8  4.8  1.1  10.80  0.04   22.8  2.28   2.2  0.2  0.0664  0.0378    5.6  0.79
UGC9018       SAm        304   4.3  1.7  1.3  13.64  0.05    7.0  0.70   9.2  0.9  0.0261  0.0148    8.2  1.15
UGC9128       Im         154   2.2  1.7  1.3  13.86  0.05    0.4  0.10   0.6  0.2  0.0005  0.0003    0.3  0.10
UGC9179       SABd       305   4.5  5.8  1.6  11.21  0.04   28.5  2.86   4.0  0.4  0.1179  0.0671    5.3  0.75
UGC9211       Im:        686  11.2  1.7  1.2  15.00  0.10    3.6  0.91   NaN  NaN  0.1129  0.0522    NaN  NaN
UGC9219       Im:        663  10.2  2.6  2.0  13.17  0.05    4.7  0.47   4.0  0.4  0.1220  0.0539    8.3  1.18
UGC9240       IAm        150   3.7  1.8  1.0  12.98  0.04    3.7  0.37   2.7  0.3  0.0128  0.0073    3.5  0.49
UGC9405       Im         222   3.2  1.7  2.8  14.24  0.06    0.8  0.20   1.8  0.4  0.0020  0.0012    0.9  0.23
UGC9649       SBb        447   7.7  3.7  1.7  11.77  0.04    8.7  0.87   2.0  0.2  0.1083  0.0616    3.1  0.44
UGC9753       SAbc:      772  13.8  4.2  3.2  11.42  0.04   16.7  1.67   2.8  0.3  0.6413  0.2094    8.9  1.26
UGC9769       SABdm:     841  15.1  2.7  1.4  13.34  0.05    1.9  0.46   1.9  0.5  0.0861  0.0325    1.0  0.27
UGC9866       SAbc       435   7.4  2.2  2.2  11.78  0.04    9.6  0.96   2.3  0.2  0.1089  0.0620    7.4  1.05
UGC9906       Sc         656  11.6  3.3  1.3  12.18  0.04   13.0  1.30   4.4  0.4  0.3515  0.1363   49.7  7.03
UGC10075      SAcd       835  14.7  5.4  2.6  10.96  0.04   27.4  2.74   3.1  0.3  1.1993  0.3686    4.6  0.66
UGC10310      SBm        716  12.7  2.8  1.3  13.08  0.05    8.0  0.80   6.3  0.6  0.2610  0.0924    4.0  0.57
UGC10445      SBc        963  16.9  2.8  1.6  12.89  0.04    7.8  0.78   5.1  0.5  0.4732  0.1277   10.7  1.52
UGC10521      SAc        852  15.0  3.0  2.3  11.24  0.04   36.7  3.67   5.3  0.5  1.6847  0.5079   17.3  2.45
UGC10606      SBcd:      919  15.9  3.6  2.4  14.21  0.06    3.9  0.39   8.7  0.9  0.2017  0.0576    1.0  0.14
UGC10736      SABdm      490   8.6  3.1  3.4  13.92  0.05    1.0  0.24   1.6  0.4  0.0153  0.0088    0.6  0.16
UGC10806      SBdm       932  15.7  2.1  2.3  12.76  0.04    6.7  0.67   3.9  0.4  0.3469  0.1002    2.2  0.31
UGC11300      SBcd       490   8.4  3.8  2.9  12.29  0.04    7.6  0.76   2.9  0.3  0.1241  0.0673    1.1  0.16
UGC12048      IBm        986  12.2  2.1  1.2  12.15  0.04   16.6  1.66   5.6  0.6  0.7043  0.2596   16.2  2.30
UGC12082      Sm         802  10.1  2.6  1.2  13.47  0.05    2.7  0.27   3.1  0.3  0.0694  0.0310    1.5  0.21
UGC12101      SAd        786   9.9  2.2  2.0  12.63  0.04    7.2  0.72   3.7  0.4  0.1671  0.0762    7.0  0.99
UGC12613      Im        -183   1.0  5.0  1.9  14.89  0.06    0.1  0.10   0.4  0.2  0.0000  0.0000     .01 0.01
UGC12732      Sm:        749   8.9  3.0  1.1  13.70  0.05    6.3  0.63   8.8  0.9  0.1220  0.0622    5.7  0.80
UGC12754      SBcd       751   8.9  4.4  1.5  11.45  0.04   26.5  2.64   4.6  0.5  0.4936  0.2516    6.9  0.98
UGC12893      SAdm      1108  12.5  1.7  1.0  13.33  0.05    0.4  0.10   0.4  0.2  0.0121  0.0051    0.4  0.11
UGC763        SABm      1162  12.7  5.1  1.4  11.38  0.04   19.4  1.94   3.2  0.3  0.6567  0.2326    9.9  1.40
UGC2053       Im        1029  12.7  2.0  2.0  14.40  0.06    0.4  0.10   1.0  0.3  0.0205  0.0087    0.4  0.10
UGC2210       SBc       1211  13.9  4.9  1.1  11.57  0.04   26.3  2.63   5.1  0.5  1.0953  0.3552    6.1  0.86
UGC2275       Sm:       1025  11.9  7.5  1.4  17.52  0.10    0.2  0.10  11.1  1.1  0.0081  0.0031    0.2  0.10
UGC2302       SBm:      1104  12.8  4.8  1.3  14.37  0.06    8.0  0.80  20.5  2.1  0.3119  0.1096    7.1  1.00
UGC2855       SABc      1202  17.5  4.4  2.2  11.11  0.04   26.5  2.65   3.4  0.3  9.7830  2.5583    9.4  1.33
UGC3384       Sm:       1089  17.0  1.7  1.0  14.68  0.06    1.3  0.13   4.6  0.5  0.1229  0.0330    1.8  0.25
UGC3403       SBcd      1264  19.2  2.7  3.4  13.02  0.05    3.3  0.33   2.5  0.2  0.4179  0.1007    1.3  0.18
UGC3439       SABc:     1494  22.3  3.3  2.7  12.81  0.04    2.8  0.71   1.7  0.4  0.3503  0.1094    1.1  0.31
UGC3574       SAcd      1441  21.8  4.2  1.2  12.21  0.04    6.1  0.61   2.2  0.2  0.6487  0.1404    3.4  0.47
UGC3580       SAa:      1201  18.8  3.6  2.3  12.44  0.04    6.7  0.67   2.9  0.3  0.5300  0.1301    6.5  0.92
UGC4097       SAa       1442  22.5  1.9  1.3  11.33  0.04    4.6  1.15   0.7  0.2  0.5461  0.1701    8.6  2.31
