# List of objects from CALIFA DR3
# readcol, 'gal_data/califa_dr3_release.txt', comment='#', format='A'
# Column 1: source name
# Column 2: ID number for CALIFA
# Column 3: RA
# Column 4: Dec
# Column 5: Has V500 cube (X=yes, O=no)
# Column 6: Has V1200 cube (X=yes, O=no)
# Column 7: Has Comb cube (X=yes, O=no)
# Column 8: NED Name
IC5376		1 	00:01:19 	+34:31:31 	X 	X 	X 	NED IC5376
UGC00005 	2 	00:03:05 	-01:54:49 	X 	X 	X 	NED UGC00005
UGC09080 	713 	14:10:35 	+59:21:28 	X 	X 	X 	NED UGC09080
UGC09067 	714 	14:10:44 	+15:12:34 	X 	X 	X 	NED UGC09067
NGC5520 	715 	14:12:22 	+50:20:54 	X 	X 	X 	NED NGC5520
NGC5513 	716 	14:13:08 	+20:24:58 	X 	O  	O  	NED NGC5513
UGC09110 	717 	14:14:12 	+15:37:20 	X 	O  	O  	NED UGC09110
UGC09113 	718 	14:14:14 	+35:25:24 	X 	O  	O  	NED UGC09113
NGC5519 	719 	14:14:20 	+07:30:57 	X 	O  	O  	NED NGC5519
NGC5522 	720 	14:14:49 	+15:08:48 	X 	O  	O  	NED NGC5522
NGC5525 	723 	14:15:38 	+14:16:57 	X 	O  	O  	NED NGC5525
NGC5533 	724 	14:16:07 	+35:20:38 	X 	O  	O  	NED NGC5533
IC0995 		725 	14:16:30 	+57:48:36 	X 	O  	O  	NED IC0995
NGC5532 	726 	14:16:52 	+10:48:26 	X 	O  	O  	NED NGC5532
NGC5546 	727 	14:18:08 	+07:33:52 	X 	O  	O  	NED NGC5546
IC0994 		728 	14:18:22 	+11:11:42 	X 	O  	O  	NED IC0994
NGC5557 	729 	14:18:25 	+36:29:36 	X 	O  	O  	NED NGC5557
NGC5549 	730 	14:18:38 	+07:22:38 	X 	O  	O  	NED NGC5549
UGC09165 	731 	14:18:47 	+24:56:25 	X 	O  	O  	NED UGC09165
NGC5559 	732 	14:19:12 	+24:47:55 	X 	O  	O  	NED NGC5559
UGC09182 	733 	14:20:45 	+21:56:08 	X 	O  	O  	NED UGC09182
NGC5580 	734 	14:21:37 	+35:12:17 	X 	O  	O  	NED NGC5580
UGC09199 	735 	14:21:59 	+11:06:00 	X 	O  	O  	NED UGC09199
NGC5587 	736 	14:22:10 	+13:55:05 	X 	O  	O  	NED NGC5587
NGC5602 	737 	14:22:18 	+50:30:05 	X 	O  	O  	NED NGC5602
NGC5598 	738 	14:22:27 	+40:19:11 	X 	O  	O  	NED NGC5598
NGC5611 	739 	14:24:04 	+33:02:50 	X 	O  	O  	NED NGC5611
NGC5614 	740 	14:24:07 	+34:51:31 	X 	X 	X 	NED NGC5614
NGC5616 	741 	14:24:20 	+36:27:41 	X 	O  	O  	NED NGC5616
NGC5610 	742 	14:24:22 	+24:36:50 	X 	O  	O  	NED NGC5610
NGC5622 	743 	14:26:11 	+48:33:50 	X 	O  	O  	NED NGC5622
NGC5631 	744 	14:26:32 	+56:34:57 	X 	X 	X 	NED NGC5631
UGC09253 	745 	14:26:58 	+31:31:01 	X 	O  	O  	NED UGC09253
NGC5623 	746 	14:27:08 	+33:15:09 	X 	O  	O  	NED NGC5623
UGC09262 	747 	14:27:09 	+35:55:14 	X 	O  	O  	NED UGC09262
NGC5633 	748 	14:27:27 	+46:08:47 	X 	X 	X 	NED NGC5633
NGC5630 	749 	14:27:36 	+41:15:28 	X 	X 	X 	NED NGC5630
NGC5635 	750 	14:28:31 	+27:24:32 	X 	O  	O  	NED NGC5635
UGC09291 	751 	14:28:36 	+38:59:56 	X 	O  	O  	NED UGC09291
NGC5642 	752 	14:29:12 	+30:01:35 	X 	O  	O  	NED NGC5642
NGC5656 	753 	14:30:24 	+35:19:15 	X 	O  	O  	NED NGC5656
NGC5657 	754 	14:30:43 	+29:10:50 	X 	X 	X 	NED NGC5657
NGC5659 	755 	14:31:05 	+25:21:18 	X 	O  	O  	NED NGC5659
NGC5665 	756 	14:32:25 	+08:04:43 	X 	O  	O  	NED NGC5665
NGC5675 	757 	14:32:39 	+36:18:07 	X 	O  	O  	NED NGC5675
NGC5682 	758 	14:34:44 	+48:40:12 	X 	X 	X 	NED NGC5682
NGC5687 	759 	14:34:51 	+54:28:33 	X 	O  	O  	NED NGC5687
NGC5689 	760 	14:35:29 	+48:44:29 	X 	O  	O  	NED NGC5689
NGC5684 	761 	14:35:49 	+36:32:35 	X 	O  	O  	NED NGC5684
UGC09401 	762 	14:36:08 	+21:47:36 	X 	O  	O  	NED UGC09401
NGC5714 	763 	14:38:11 	+46:38:17 	X 	O  	O  	NED NGC5714
NGC5720 	764 	14:38:32 	+50:48:54 	X 	X 	X 	NED NGC5720
UGC09448 	765 	14:38:58 	+51:07:14 	X 	O  	O  	NED UGC09448
NGC5730 	766 	14:39:51 	+42:44:32 	X 	O  	O  	NED NGC5730
NGC5731 	767 	14:40:08 	+42:46:46 	X 	O  	O  	NED NGC5731
NGC5732 	768 	14:40:38 	+38:38:16 	X 	X 	X 	NED NGC5732
UGC09476 	769 	14:41:31 	+44:30:46 	X 	X 	X 	NED UGC09476
NGC5739 	770 	14:42:28 	+41:50:32 	X 	O  	O  	NED NGC5739
NGC5735 	771 	14:42:32 	+28:43:35 	X 	O  	O  	NED NGC5735
UGC09492 	772 	14:44:11 	+07:56:58 	X 	O  	O  	NED UGC09492
UGC09518 	773 	14:46:21 	+32:46:48 	X 	O  	O  	NED UGC09518
UGC09537 	774 	14:48:26 	+34:59:53 	X 	X 	X 	NED UGC09537
UGC09542 	775 	14:49:00 	+42:27:50 	X 	X 	X 	NED UGC09542
UGC09539 	776 	14:49:05 	+22:11:53 	X 	O  	O  	NED UGC09539
NGC5772 	777 	14:51:38 	+40:35:56 	X 	O  	O  	NED NGC5772
NGC5784 	778 	14:54:16 	+42:33:28 	X 	X 	X 	NED NGC5784
UGC09598 	779 	14:55:08 	+43:49:06 	X 	X 	X 	NED UGC09598
NGC5797 	780 	14:56:23 	+49:41:46 	X 	X 	X 	NED NGC5797
IC1079 		781 	14:56:35 	+09:22:10 	X 	X 	X 	NED IC1079
UGC09629 	782 	14:57:10 	+52:20:45 	X 	X 	X 	NED UGC09629
UGC09665 	783 	15:01:31 	+48:19:11 	X 	X 	X 	NED UGC09665
NGC5829 	784 	15:02:41 	+23:20:00 	X 	O  	O  	NED NGC5829
UGC09711 	785 	15:06:36 	+09:26:18 	X 	O  	O  	NED UGC09711
IC4534 		786 	15:06:41 	+23:38:30 	X 	O  	O  	NED IC4534
NGC5876 	787 	15:09:31 	+54:30:23 	X 	X 	X 	NED NGC5876
UGC09759 	788 	15:10:40 	+55:20:57 	X 	X 	X 	NED UGC09759
NGC5888 	789 	15:13:06 	+41:15:52 	X 	X 	X 	NED NGC5888
UGC09777 	790 	15:14:14 	+20:28:42 	X 	X 	X 	NED UGC09777
NGC5908 	791 	15:16:42 	+55:24:33 	X 	X 	X 	NED NGC5908
UGC09842 	792 	15:25:05 	+37:57:36 	X 	O  	O  	NED UGC09842
UGC09849 	793 	15:25:15 	+53:24:25 	O  	X 	O  	NED UGC09849
NGC5928 	794 	15:26:02 	+18:04:24 	X 	X 	X 	NED NGC5928
NGC5930 	795 	15:26:07 	+41:40:33 	X 	X 	X 	NED NGC5930
NGC5934 	796 	15:28:12 	+42:55:47 	X 	X 	O  	NED NGC5934
UGC09873 	797 	15:29:50 	+42:37:44 	X 	X 	X 	NED UGC09873
UGC09892 	798 	15:32:51 	+41:11:29 	X 	X 	X 	NED UGC09892
NGC5951 	799 	15:33:42 	+15:00:26 	X 	X 	X 	NED NGC5951
UGC09901 	800 	15:34:26 	+12:16:13 	X 	O  	O  	NED UGC09901
NGC5953 	801 	15:34:31 	+15:11:37 	X 	X 	X 	NED NGC5953
ARP220 		802 	15:34:56 	+23:30:12 	X 	X 	X 	NED ARP220
NGC5957 	803 	15:35:22 	+12:02:51 	X 	X 	X 	NED NGC5957
NGC5971 	804 	15:35:36 	+56:27:42 	X 	X 	X 	NED NGC5971
UGC09919 	805 	15:35:39 	+12:36:23 	X 	X 	X 	NED UGC09919
NGC5966 	806 	15:35:51 	+39:46:08 	X 	X 	X 	NED NGC5966
IC4566 		807 	15:36:41 	+43:32:21 	X 	X 	X 	NED IC4566
UGC09937 	808 	15:37:22 	+20:32:59 	X 	X 	X 	NED UGC09937
NGC5987 	809 	15:39:56 	+58:04:46 	X 	X 	X 	NED NGC5987
NGC5980 	810 	15:41:30 	+15:47:15 	X 	X 	X 	NED NGC5980
UGC10043 	811 	15:48:41 	+21:52:11 	X 	X 	X 	NED UGC10043
UGC10042 	812 	15:48:56 	+07:13:19 	X 	O  	O  	NED UGC10042
NGC6004 	813 	15:50:22 	+18:56:21 	X 	X 	X 	NED NGC6004
UGC10097 	814 	15:55:42 	+47:52:02 	X 	X 	X 	NED UGC10097
NGC6020 	815 	15:57:07 	+22:24:16 	X 	X 	X 	NED NGC6020
NGC6021 	816 	15:57:30 	+15:57:21 	X 	X 	X 	NED NGC6021
IC1151 		817 	15:58:31 	+17:26:29 	X 	X 	X 	NED IC1151
UGC10123 	818 	15:59:02 	+51:18:16 	X 	X 	X 	NED UGC10123
NGC6027 	819 	15:59:12 	+20:45:47 	X 	X 	X 	NED NGC6027
NGC6032 	820 	16:03:00 	+20:57:21 	X 	X 	X 	NED NGC6032
NGC6060 	821 	16:05:51 	+21:29:05 	X 	X 	X 	NED NGC6060
UGC10205 	822 	16:06:39 	+30:05:56 	X 	X 	X 	NED UGC10205
NGC6063 	823 	16:07:12 	+07:58:44 	X 	X 	X 	NED NGC6063
IC1199 		824 	16:10:33 	+10:02:25 	X 	X 	X 	NED IC1199
UGC10257 	825 	16:11:06 	+38:15:04 	X 	X 	O  	NED UGC10257
NGC6081 	826 	16:12:56 	+09:52:01 	X 	X 	X 	NED NGC6081
UGC10297 	827 	16:15:28 	+18:54:18 	X 	X 	X 	NED UGC10297
UGC10331 	828 	16:17:20 	+59:19:12 	X 	X 	X 	NED UGC10331
NGC6125 	829 	16:19:11 	+57:59:02 	X 	X 	X 	NED NGC6125
UGC10337 	830 	16:19:28 	+07:16:43 	X 	X 	X 	NED UGC10337
NGC6132 	831 	16:23:38 	+11:47:10 	X 	X 	X 	NED NGC6132
NGC6146 	832 	16:25:09 	+40:53:34 	X 	X 	X 	NED NGC6146
NGC6154 	833 	16:25:30 	+49:50:25 	X 	X 	X 	NED NGC6154
UGC10380 	834 	16:25:49 	+16:34:33 	X 	X 	X 	NED UGC10380
NGC6150 	835 	16:25:49 	+40:29:19 	X 	X 	X 	NED NGC6150
NGC6155 	836 	16:26:07 	+48:22:00 	X 	X 	X 	NED NGC6155
UGC10384 	837 	16:26:46 	+11:34:49 	X 	X 	X 	NED UGC10384
UGC10388 	838 	16:27:02 	+16:22:55 	X 	X 	X 	NED UGC10388
NGC6166NED01 	839 	16:28:38 	+39:33:10 	X 	O  	O  	NED NGC6166NED01
NGC6173 	840 	16:29:44 	+40:48:41 	X 	X 	X 	NED NGC6173
NGC6168 	841 	16:31:20 	+20:11:05 	X 	X 	X 	NED NGC6168
NGC6186 	842 	16:34:24 	+21:32:27 	X 	X 	X 	NED NGC6186
UGC10650 	843 	17:00:14 	+23:06:25 	X 	X 	O  	NED UGC10650
NGC6278 	844 	17:00:49 	+23:00:39 	X 	X 	X 	NED NGC6278
UGC10693 	845 	17:04:52 	+41:51:55 	X 	X 	X 	NED UGC10693
UGC10695 	846 	17:05:05 	+43:02:35 	X 	X 	X 	NED UGC10695
UGC10710 	847 	17:06:52 	+43:07:19 	X 	X 	X 	NED UGC10710
NGC6310 	848 	17:07:56 	+60:59:24 	X 	X 	X 	NED NGC6310
NGC6301 	849 	17:08:32 	+42:20:20 	X 	X 	X 	NED NGC6301
NGC6314 	850 	17:12:38 	+23:16:11 	X 	X 	X 	NED NGC6314
NGC6338 	851 	17:15:22 	+57:24:40 	X 	X 	O  	NED NGC6338
UGC10796 	852 	17:16:47 	+61:55:12 	X 	X 	X 	NED UGC10796
NGC6361 	853 	17:18:40 	+60:36:29 	X 	O  	O  	NED NGC6361
UGC10811 	854 	17:18:43 	+58:08:06 	X 	X 	X 	NED UGC10811
UGC10799 	855 	17:18:53 	+29:51:21 	X 	X 	X 	NED UGC10799
IC1256 		856 	17:23:46 	+26:29:11 	X 	X 	X 	NED IC1256
NGC6394 	857 	17:30:20 	+59:38:23 	X 	X 	X 	NED NGC6394
UGC10905 	858 	17:34:06 	+25:20:37 	X 	X 	X 	NED UGC10905
NGC6411 	859 	17:35:32 	+60:48:48 	X 	X 	X 	NED NGC6411
NGC6427 	860 	17:43:38 	+25:29:37 	X 	X 	X 	NED NGC6427
UGC10972 	861 	17:46:21 	+26:32:37 	X 	X 	X 	NED UGC10972
NGC6478 	862 	17:48:37 	+51:09:26 	X 	X 	X 	NED NGC6478
NGC6497 	863 	17:51:17 	+59:28:14 	X 	X 	X 	NED NGC6497
NGC6515 	864 	17:57:24 	+50:43:41 	X 	X 	X 	NED NGC6515
UGC11228 	865 	18:24:45 	+41:29:34 	X 	X 	X 	NED UGC11228
UGC11262 	866 	18:30:35 	+42:41:34 	X 	X 	X 	NED UGC11262
NGC6762 	867 	19:05:36 	+63:56:03 	X 	X 	X 	NED NGC6762
MCG-02-51-004 	868 	20:15:39 	-13:37:19 	X 	X 	X 	NED MCG-02-51-004
NGC6941 	869 	20:36:23 	-04:37:07 	X 	X 	X 	NED NGC6941
NGC6945 	870 	20:39:00 	-04:58:21 	X 	X 	X 	NED NGC6945
NGC6978 	871 	20:52:35 	-05:42:40 	X 	O  	O  	NED NGC6978
UGC11649 	872 	20:55:27 	-01:13:30 	X 	X 	X 	NED UGC11649
UGC11680NED01 	873 	21:07:40 	+03:52:17 	X 	O  	O  	NED UGC11680NED01
NGC7025 	874 	21:07:46 	+16:20:09 	X 	X 	X 	NED NGC7025
UGC11694 	875 	21:11:51 	+11:16:33 	X 	X 	X 	NED UGC11694
NGC7047 	876 	21:16:27 	-00:49:35 	X 	X 	X 	NED NGC7047
UGC11717 	877 	21:18:35 	+19:43:08 	X 	X 	X 	NED UGC11717
MCG-01-54-016 	878 	21:25:59 	-03:48:32 	X 	X 	X 	NED MCG-01-54-016
UGC11740 	879 	21:26:13 	+09:47:52 	X 	X 	O  	NED UGC11740
UGC11792 	880 	21:42:12 	+05:36:55 	X 	X 	X 	NED UGC11792
NGC7194 	881 	22:03:30 	+12:38:12 	X 	X 	X 	NED NGC7194
NGC7236 	882 	22:14:44 	+13:50:47 	X 	O  	O  	NED NGC7236
UGC11958 	883 	22:14:46 	+13:50:27 	X 	X 	X 	NED UGC11958
UGC11982 	884 	22:18:52 	-01:03:31 	X 	X 	X 	NED UGC11982
UGC12054 	885 	22:29:31 	+07:43:34 	X 	X 	X 	NED UGC12054
NGC7311 	886 	22:34:06 	+05:34:13 	X 	X 	X 	NED NGC7311
NGC7321 	887 	22:36:27 	+21:37:18 	X 	X 	X 	NED NGC7321
UGC12127 	888 	22:38:29 	+35:19:47 	X 	X 	O  	NED UGC12127
NGC7364 	889 	22:44:24 	-00:09:43 	X 	X 	X 	NED NGC7364
UGC12185 	890 	22:47:24 	+31:22:25 	X 	X 	X 	NED UGC12185
UGC12224 	891 	22:52:37 	+06:05:37 	X 	X 	X 	NED UGC12224
VV488NED02 	892 	22:56:50 	-08:58:02 	X 	X 	X 	NED VV488NED02
NGC7436B 	893 	22:57:57 	+26:09:00 	X 	X 	X 	NED NGC7436B
UGC12274 	894 	22:58:19 	+26:03:43 	X 	X 	X 	NED UGC12274
UGC12308 	895 	23:01:18 	+14:20:22 	X 	X 	O  	NED UGC12308
NGC7466 	896 	23:02:02 	+27:03:09 	X 	X 	X 	NED NGC7466
UGC12348 	897 	23:05:18 	+00:11:22 	X 	X 	X 	NED UGC12348
NGC7489 	898 	23:07:32 	+22:59:53 	X 	X 	X 	NED NGC7489
NGC7536 	899 	23:14:12 	+13:25:35 	X 	O  	O  	NED NGC7536
NGC7550 	900 	23:15:15 	+18:57:41 	X 	O  	O  	NED NGC7550
NGC7549 	901 	23:15:16 	+19:02:30 	X 	X 	X 	NED NGC7549
NGC7563 	902 	23:15:55 	+13:11:45 	X 	X 	X 	NED NGC7563
NGC7562 	903 	23:15:57 	+06:41:15 	X 	X 	X 	NED NGC7562
NGC7591 	904 	23:18:15 	+06:35:09 	X 	X 	X 	NED NGC7591
UGC12494 	905 	23:18:52 	+06:52:36 	X 	X 	X 	NED UGC12494
IC5309 		906 	23:19:11 	+08:06:34 	X 	X 	X 	NED IC5309
NGC7608 	907 	23:19:14 	+08:21:00 	X 	X 	X 	NED NGC7608
NGC7611 	908 	23:19:36 	+08:03:47 	X 	O  	O  	NED NGC7611
UGC12519 	909 	23:20:02 	+15:57:10 	X 	X 	X 	NED UGC12519
UGC12518 	910 	23:20:12 	+07:55:55 	X 	X 	X 	NED UGC12518
NGC7619 	911 	23:20:14 	+08:12:22 	X 	X 	X 	NED NGC7619
NGC7623 	912 	23:20:29 	+08:23:44 	X 	X 	X 	NED NGC7623
NGC7625 	913 	23:20:29 	+17:13:32 	X 	X 	X 	NED NGC7625
NGC7631 	914 	23:21:26 	+08:13:03 	X 	X 	X 	NED NGC7631
NGC7653 	915 	23:24:48 	+15:16:32 	X 	X 	X 	NED NGC7653
NGC7671 	916 	23:27:18 	+12:28:03 	X 	X 	X 	NED NGC7671
NGC7683 	917 	23:29:03 	+11:26:43 	X 	X 	X 	NED NGC7683
UGC12633 	918 	23:30:13 	+15:45:39 	X 	X 	X 	NED UGC12633
NGC7684 	919 	23:30:31 	+00:04:51 	X 	X 	X 	NED NGC7684
NGC7691 	920 	23:32:24 	+15:50:52 	X 	X 	O  	NED NGC7691
UGC12653 	921 	23:32:29 	+14:49:00 	X 	O  	O  	NED UGC12653
UGC12688 	922 	23:35:25 	+07:19:19 	X 	X 	X 	NED UGC12688
NGC7711 	923 	23:35:38 	+15:18:07 	X 	X 	X 	NED NGC7711
NGC7716 	924 	23:36:30 	+00:17:50 	X 	X 	X 	NED NGC7716
NGC7722 	925 	23:38:40 	+15:57:16 	X 	X 	X 	NED NGC7722
UGC12723 	926 	23:39:23 	+10:51:00 	X 	X 	X 	NED UGC12723
NGC7738 	927 	23:44:01 	+00:30:59 	X 	X 	X 	NED NGC7738
UGC12810 	929 	23:51:05 	+01:03:24 	X 	X 	X 	NED UGC12810
UGC12816 	930 	23:51:50 	+03:04:58 	X 	X 	X 	NED UGC12816
NGC7782 	931 	23:53:53 	+07:58:14 	X 	O  	O  	NED NGC7782
NGC7783NED01 	932 	23:54:09 	+00:22:58 	X 	X 	X 	NED NGC7783NED01
NGC7787 	933 	23:56:07 	+00:32:58 	X 	X 	X 	NED NGC7787
UGC12857 	934 	23:56:47 	+01:21:19 	X 	X 	X 	NED UGC12857
UGC12864 	935 	23:57:23 	+30:59:30 	X 	X 	X 	NED UGC12864
MCG-01-01-012 	936 	23:59:10 	-04:11:29 	X 	X 	X 	NED MCG-01-01-012
NGC7800 	937 	23:59:36 	+14:48:25 	X 	X 	X 	NED NGC7800
NGC0014 	1000 	00:08:45 	+15:48:56 	X 	X 	O  	NED NGC0014
MCG-02-06-016 	1002 	02:00:54 	-08:50:27 	X 	O  	O  	NED MCG-02-06-016
BKD2008WR346 	1003 	02:26:27 	+01:09:38 	X 	O  	O  	NED BKD2008WR346
UGC04455 	1005 	08:31:32 	-01:11:52 	X 	X 	O  	NED UGC04455
Mrk1418 	1007 	09:40:26 	+48:20:15 	X 	X 	X 	NED Mrk1418
UGC05187 	1009 	09:43:05 	+41:05:34 	X 	X 	X 	NED UGC05187
UGC05326 	1010 	09:55:24 	+33:15:46 	X 	X 	X 	NED UGC05326
UGC05377 	1011 	10:00:31 	+03:12:18 	X 	X 	O  	NED UGC05377
NGC3353 	1013 	10:45:21 	+55:57:37 	X 	X 	X 	NED NGC3353
IC2604 		1015 	10:49:24 	+32:46:21 	X 	X 	X 	NED IC2604
UGC05976 	1016 	10:52:02 	+55:36:04 	X 	X 	X 	NED UGC05976
UGC06035 	1017 	10:55:27 	+17:08:36 	X 	O  	O  	NED UGC06035
UGC06181 	1018 	11:07:45 	+19:33:00 	O  	X 	O  	NED UGC06181
UGC06249 	1020 	11:13:20 	+59:54:29 	O  	X 	O  	NED UGC06249
NGC3600 	1022 	11:15:51 	+41:35:27 	X 	X 	X 	NED NGC3600
UGC06320 	1024 	11:18:16 	+18:50:49 	X 	X 	X 	NED UGC06320
SN2002ji 	1025 	11:22:54 	+16:35:23 	X 	O  	O  	NED SN2002ji
MCG+10-17-007 	1027 	11:30:16 	+58:08:02 	X 	O  	O  	NED MCG+10-17-007
NGC3773 	1028 	11:38:12 	+12:06:44 	X 	O  	O  	NED NGC3773
UGC06616 	1030 	11:39:20 	+58:16:06 	X 	O  	O  	NED UGC06616
NGC3913 	1032 	11:50:38 	+55:21:14 	X 	O  	O  	NED NGC3913
UGC6930 	1034 	11:57:16 	+49:17:00 	X 	O  	O  	NED UGC6930
NGC3990 	1035 	11:57:35 	+55:27:31 	X 	O  	O  	NED NGC3990
UGC07129 	1039 	12:08:54 	+41:44:26 	X 	O  	O  	NED UGC07129
IC3065 		1041 	12:15:12 	+14:25:58 	X 	O  	O  	NED IC3065
IC3586 		1065 	12:36:54 	+12:31:12 	X 	O  	O  	NED IC3586
IC3652 		1066 	12:40:58 	+11:11:04 	X 	O  	O  	NED IC3652
NGC4630 	1067 	12:42:30 	+03:57:37 	X 	O  	O  	NED NGC4630
MCG-01-33-007 	1069 	12:47:37 	-05:52:02 	X 	O  	O  	NED MCG-01-33-007
UGC8688 	1075 	13:43:30 	+43:27:44 	X 	X 	X 	NED UGC8688
UGC8909 	1076 	13:58:37 	+60:47:48 	X 	X 	X 	NED UGC8909
UGC9562 	1079 	14:51:13 	+35:32:32 	X 	X 	X 	NED UGC9562
UGC9663 	1080 	15:01:13 	+52:35:47 	X 	X 	X 	NED UGC9663
UGC9661 	1081 	15:02:03 	+01:50:28 	O  	X 	O  	NED UGC9661
UGC00312NED01 	2014 	00:31:18 	+08:28:30 	X 	X 	X 	NED UGC00312NED01
UGC355NED01 	2017 	00:33:54 	+07:16:44 	O  	X 	O  	NED UGC355NED01
NGC0495 	2044 	01:22:55 	+33:28:18 	X 	X 	O  	NED NGC0495
CGCG536-030 	2052 	01:21:08 	+40:28:14 	X 	X 	X 	NED CGCG536-030
NGC0675 	2063 	01:49:08 	+13:03:35 	X 	X 	O  	NED NGC0675
IC0208 		2077 	02:08:27 	+06:23:42 	X 	O  	O  	NED IC0208
NGC0835 	2078 	02:09:24 	-10:08:09 	X 	O  	O  	NED NGC0835
KUG1349+143 	2663 	13:51:32 	+14:06:39 	X 	X 	X 	NED KUG1349+143
NGC5481 	2707 	14:06:40 	+50:43:23 	X 	X 	X 	NED NGC5481
CGCG163-062 	2752 	14:29:11 	+30:04:38 	X 	X 	X 	NED CGCG163-062
NGC5794 	2780 	14:55:53 	+49:43:33 	X 	X 	X 	NED NGC5794
IC1078 		2781 	14:56:28 	+09:21:16 	X 	X 	X 	NED IC1078
UGC09708 	2785 	15:06:31 	+09:26:58 	X 	O  	O  	NED UGC09708
NGC5929 	2795 	15:26:05 	+41:40:14 	X 	X 	X 	NED NGC5929
NGC5935 	2796 	15:28:16 	+42:56:38 	X 	O  	O  	NED NGC5935
NGC5954 	2801 	15:34:34 	+15:12:00 	X 	X 	X 	NED NGC5954
NGC6150B 	2835 	16:25:43 	+40:28:31 	X 	X 	X 	NED NGC6150B
VIIZw700 	2851 	17:15:22 	+57:25:58 	X 	X 	X 	NED VIIZw700
NGC6977 	2871 	20:52:29 	-05:44:45 	X 	X 	X 	NED NGC6977
UGC11680NED02 	2873 	21:07:45 	+03:52:40 	X 	X 	X 	NED UGC11680NED02
NGC7559B 	2902 	23:15:46 	+13:17:24 	X 	X 	X 	NED NGC7559B
NGC0507 	2940 	01:23:39 	+33:15:23 	X 	O  	O  	NED NGC0507
NGC0508 	2941 	01:23:39 	+33:16:51 	X 	O  	O  	NED NGC0508
NGC0515 	2942 	01:24:37 	+33:28:23 	X 	O  	O  	NED NGC0515
ARP118 		2943 	02:55:10 	-00:10:48 	X 	O  	O  	NED ARP118
NGC6023 	2944 	15:57:49 	+16:18:36 	X 	O  	O  	NED NGC6023
NGC6090 	2945 	16:11:40 	+52:27:27 	X 	X 	X 	NED NGC6090
UGC12494NOTES01 2998 	23:18:51 	+06:53:44 	X 	O  	O  	NED UGC12494NOTES01
NGC4676B 	2999 	12:46:10 	+30:43:22 	X 	X 	X 	NED NGC4676B
MCG-02-02-086 	3001 	00:41:50 	-09:18:11 	X 	O  	O  	NED MCG-02-02-086
IC1602 		3003 	00:55:51 	-09:59:08 	X 	O  	O  	NED IC1602
NGC0548 	3004 	01:26:02 	-01:13:32 	X 	X 	X 	NED NGC0548
NGC0647 	3005 	01:39:55 	-09:14:32 	X 	O  	O  	NED NGC0647
SDSSJ015424 	3006 	01:54:23 	+13:32:27 	X 	X 	X 	NED SDSSJ015424
IC0195 		3007 	02:03:44 	+14:42:33 	O  	X 	O  	NED IC0195
UGC03960 	3008 	07:40:22 	+23:16:29 	X 	X 	X 	NED UGC03960
LSBCF560-04 	3009 	07:46:18 	+18:22:07 	X 	O  	O  	NED LSBCF560-04
MCG+07-17-002 	3010 	07:55:43 	+41:12:14 	X 	O  	O  	NED MCG+07-17-002
NGC2484 	3011 	07:58:27 	+37:47:12 	X 	O  	O  	NED NGC2484
UGC04241 	3012 	08:09:23 	+57:45:47 	X 	O  	O  	NED UGC04241
UGC4256 	3013 	08:10:14 	+33:57:24 	O  	X 	O  	NED UGC4256
IC2378 		3015 	08:28:31 	+30:25:53 	X 	O  	O  	NED IC2378
UGC4458 	3016 	08:32:10 	+22:33:38 	O  	X 	O  	NED UGC4458
IC2402 		3017 	08:47:58 	+31:47:08 	X 	O  	O  	NED IC2402
NGC2691 	3018 	08:54:45 	+39:32:19 	X 	X 	X 	NED NGC2691
UGC04730 	3019 	09:01:57 	+60:09:06 	X 	X 	X 	NED UGC04730
2MASXJ09065870 	3020 	09:06:58 	+20:47:11 	X 	O  	O  	NED 2MASXJ09065870
NGC2780 	3021 	09:12:43 	+34:55:32 	X 	X 	X 	NED NGC2780
NGC3220 	3022 	10:23:44 	+57:01:36 	X 	X 	X 	NED NGC3220
MCG+09-18-064 	3023 	10:59:45 	+53:48:12 	X 	O  	O  	NED MCG+09-18-064
UGC06517 	3025 	11:32:01 	+36:41:52 	X 	X 	O  	NED UGC06517
CGCG242-073 	3026 	11:40:46 	+46:32:25 	X 	O  	O  	NED CGCG242-073
NGC3896 	3027 	11:48:55 	+48:40:29 	X 	X 	X 	NED NGC3896
IC3631 		3028 	12:39:47 	+12:58:26 	X 	X 	X 	NED IC3631
NGC5145 	3029 	13:25:13 	+43:16:02 	X 	O  	O  	NED NGC5145
NGC5358 	3030 	13:54:00 	+40:16:38 	X 	X 	O  	NED NGC5358
UGC09056 	3031 	14:09:20 	+49:02:22 	X 	O  	O  	NED UGC09056
UGC09356 	3032 	14:32:53 	+11:35:42 	X 	O  	O  	NED UGC09356
UGC09868 	3033 	15:29:14 	+52:51:50 	X 	O  	O  	NED UGC09868
NGC5950 	3034 	15:31:30 	+40:25:47 	X 	X 	X 	NED NGC5950
UGC10117 	3035 	15:59:23 	+21:36:12 	X 	X 	O  	NED UGC10117
CGCG251-041 	3037 	16:43:08 	+45:50:44 	X 	X 	O  	NED CGCG251-041
UGC10803 	3038 	17:16:04 	+73:26:10 	X 	X 	X 	NED UGC10803
MCG-01-52-012 	3039 	20:37:49 	-06:05:27 	X 	X 	O  	NED MCG-01-52-012
CGCG429-012 	3040 	22:36:49 	+14:23:12 	X 	X 	O  	NED CGCG429-012
